URL,Page type,Lifecycle,Indexability,Sitemap,GSC impressions,GSC clicks,Position,Quality score,Evidence level,Internal links,Freshness,Lane,Semantic risk,Primary issue,Recommended action,Promotion readiness,Previous lifecycle,Previous quality score,Previous promotion readiness,Delta status
/industries/hospitality/,industries,,likely-indexable,see sitemap reconcile,2526,0,87.9633135391924,91,,2,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/categories/crm/,categories,,likely-indexable,see sitemap reconcile,1903,0,83.4100472937467,,,1165,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,,not_ready,unchanged_stale_gsc
/industries/plumbing/,industries,,likely-indexable,see sitemap reconcile,1750,0,86.61,91,,2,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/industries/solar/,industries,,likely-indexable,see sitemap reconcile,1428,0,87.86,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/software/hubspot/,software,,likely-indexable,see sitemap reconcile,1340,0,66.38997014925373,95,,125,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/industries/real-estate/,industries,,likely-indexable,see sitemap reconcile,1172,0,76.67853242320818,91,,2,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/industries/event-management/,industries,,likely-indexable,see sitemap reconcile,1061,0,89.2877191328935,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/industries/private-equity/,industries,,likely-indexable,see sitemap reconcile,1021,0,82.7,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/software/activecampaign/,software,,likely-indexable,see sitemap reconcile,1019,0,77.03,95,,48,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT,IMPROVE_INTRO,not_ready,,95,not_ready,unchanged_stale_gsc
/software/insightly/,software,,likely-indexable,see sitemap reconcile,938,0,71.64,95,,44,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/software/getresponse/,software,,likely-indexable,see sitemap reconcile,866,0,78.44,95,,43,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT,IMPROVE_INTRO,not_ready,,95,not_ready,unchanged_stale_gsc
/industries/venture-capital/,industries,,likely-indexable,see sitemap reconcile,656,0,78.11,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/categories/marketing/,categories,,likely-indexable,see sitemap reconcile,622,0,60.27477491961414,,,139,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK,OPTIMIZE_TITLE,not_ready,,,not_ready,unchanged_stale_gsc
/software/keap/,software,,likely-indexable,see sitemap reconcile,567,0,66.42201058201059,95,,55,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/best/crm-software/,best,,likely-indexable,see sitemap reconcile,551,0,76.20667876588023,97,,42,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,97,not_ready,unchanged_stale_gsc
/capabilities/sms-messaging/,other,,likely-indexable,see sitemap reconcile,541,0,87.83,90,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT|LOW_INBOUND_LINKS,IMPROVE_INTRO,not_ready,,90,not_ready,unchanged_stale_gsc
/guides/how-to-choose-crm/,guides,INDEXABLE,likely-indexable,see sitemap reconcile,507,0,84.12897435897436,95,,151,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,IMPROVE_INTRO,not_ready,INDEXABLE,95,not_ready,unchanged_stale_gsc
/industries/nonprofit/,industries,,likely-indexable,see sitemap reconcile,504,0,79.4,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/industries/photography/,industries,,likely-indexable,see sitemap reconcile,479,0,81.04,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/industries/coaching/,industries,,likely-indexable,see sitemap reconcile,457,0,86.20999999999998,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/software/capsule/,software,,likely-indexable,see sitemap reconcile,431,0,52.007354988399065,95,,56,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT,IMPROVE_INTRO,not_ready,,95,not_ready,unchanged_stale_gsc
/categories/ai/,categories,,likely-indexable,see sitemap reconcile,416,0,57.53086538461538,,,202,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK,OPTIMIZE_TITLE,not_ready,,,not_ready,unchanged_stale_gsc
/software/sanebox/,software,,likely-indexable,see sitemap reconcile,393,0,53.23,95,,28,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/for/freelancers/,other,,likely-indexable,see sitemap reconcile,366,0,84.4,,,2,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|WEAK_INTERNAL_LINKS|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,,not_ready,unchanged_stale_gsc
/software/closely/,software,,likely-indexable,see sitemap reconcile,360,0,36.26,95,,30,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|POOR_CTR,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/software/navan/,software,,likely-indexable,see sitemap reconcile,353,0,54.41,95,,22,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/software/kaspr/,software,,likely-indexable,see sitemap reconcile,342,0,60.06,95,,16,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/industries/investor-relations/,industries,,likely-indexable,see sitemap reconcile,335,0,90.67,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT|LOW_INBOUND_LINKS,IMPROVE_INTRO,not_ready,,91,not_ready,unchanged_stale_gsc
/software/dynamics-365/,software,,likely-indexable,see sitemap reconcile,313,0,76.2817571884984,95,,50,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT,IMPROVE_INTRO,not_ready,,95,not_ready,unchanged_stale_gsc
/software/nimble/,software,,likely-indexable,see sitemap reconcile,302,0,65.10516556291391,95,,44,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/industries/music/,industries,,likely-indexable,see sitemap reconcile,288,0,71.05538194444446,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/software/fastmail/,software,,likely-indexable,see sitemap reconcile,284,0,41.25,95,,30,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/industries/engineering/,industries,,likely-indexable,see sitemap reconcile,278,0,85.34,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/use-cases/prospecting/,use-cases,,likely-indexable,see sitemap reconcile,276,0,75.18,,,2,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK,OPTIMIZE_TITLE,not_ready,,,not_ready,unchanged_stale_gsc
/software/nicejob/,software,,likely-indexable,see sitemap reconcile,265,0,57.03,95,,9,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/software/salesforce/,software,,likely-indexable,see sitemap reconcile,264,0,80.09,95,,105,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/software/diginius/,software,,likely-indexable,see sitemap reconcile,258,0,34.34,90,,9,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|POOR_CTR,MANUAL_REVIEW,not_ready,,90,not_ready,unchanged_stale_gsc
/use-cases/analytics/,use-cases,,likely-indexable,see sitemap reconcile,249,0,86.81,,,3,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|WEAK_INTERNAL_LINKS,OPTIMIZE_TITLE,not_ready,,,not_ready,unchanged_stale_gsc
/compare/salesforce-vs-siebel/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,231,0,69.55,88,,8,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,IMPROVE_INTRO,not_ready,INDEXABLE,88,not_ready,unchanged_stale_gsc
/industries/financial-services/,industries,,likely-indexable,see sitemap reconcile,215,0,86.11046511627907,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT|LOW_INBOUND_LINKS,IMPROVE_INTRO,not_ready,,91,not_ready,unchanged_stale_gsc
/compare/,comparisons,,likely-indexable,see sitemap reconcile,208,0,77.76557692307692,,,2131,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK,OPTIMIZE_TITLE,not_ready,,,not_ready,unchanged_stale_gsc
/compare/pipedrive-vs-salesforce/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,194,0,63.75,88,,8,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,INDEXABLE,88,not_ready,unchanged_stale_gsc
/software/freshsales/,software,,likely-indexable,see sitemap reconcile,193,0,64.78424870466321,95,,61,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready,,95,not_ready,unchanged_stale_gsc
/software/zendesk/,software,,likely-indexable,see sitemap reconcile,182,0,66.85,95,,45,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT,IMPROVE_INTRO,not_ready,,95,not_ready,unchanged_stale_gsc
/software/lusha/,software,,likely-indexable,see sitemap reconcile,182,1,54.49,95,,59,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/industries/web-design/,industries,,likely-indexable,see sitemap reconcile,170,0,87.95,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/use-cases/lead-management/,use-cases,,likely-indexable,see sitemap reconcile,161,0,76.39,90,,2,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready,,90,not_ready,unchanged_stale_gsc
/software/mailchimp/,software,,likely-indexable,see sitemap reconcile,160,0,62.56962500000001,95,,94,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready,,95,not_ready,unchanged_stale_gsc
/compare/pega-vs-salesforce/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,155,0,58.51,88,,14,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,INDEXABLE,88,not_ready,unchanged_stale_gsc
/compare/hubspot-vs-pipedrive/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,150,0,67.5688,88,,10,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,INDEXABLE,88,not_ready,unchanged_stale_gsc
/software/agile-crm/,software,,likely-indexable,see sitemap reconcile,149,0,71.61,95,,80,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,95,not_ready,unchanged_stale_gsc
/categories/ecommerce/,categories,,likely-indexable,see sitemap reconcile,144,0,39.17,,,201,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|POOR_CTR,OPTIMIZE_TITLE,not_ready,,,not_ready,unchanged_stale_gsc
/compare/insightly-vs-salesforce/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,142,0,54.76,88,,9,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,INDEXABLE,88,not_ready,unchanged_stale_gsc
