URL,Page type,Lifecycle,Indexability,Sitemap,GSC impressions,GSC clicks,Position,Quality score,Evidence level,Internal links,Freshness,Lane,Semantic risk,Primary issue,Recommended action,Promotion readiness,Previous lifecycle,Previous quality score,Previous promotion readiness,Delta status
/industries/hospitality/,industries,,likely-indexable,see sitemap reconcile,2526,0,87.9633135391924,91,,2,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/categories/crm/,categories,,likely-indexable,see sitemap reconcile,1903,0,83.4100472937467,49,,1165,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,,not_ready,in_growth_batch_no_material_change
/industries/plumbing/,industries,,likely-indexable,see sitemap reconcile,1750,0,86.61,91,,2,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/industries/solar/,industries,,likely-indexable,see sitemap reconcile,1428,0,87.86,91,,1,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/software/hubspot/,software,,likely-indexable,see sitemap reconcile,1340,0,66.38997014925373,95,,125,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,,95,not_ready,lane_a_gsc_improve_30_applied_stale_gsc_unchanged
/industries/real-estate/,industries,,likely-indexable,see sitemap reconcile,1172,0,76.67853242320818,91,,2,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/industries/event-management/,industries,,likely-indexable,see sitemap reconcile,1061,0,89.2877191328935,91,,1,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/industries/private-equity/,industries,,likely-indexable,see sitemap reconcile,1021,0,82.7,91,,1,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/software/activecampaign/,software,,likely-indexable,see sitemap reconcile,1019,0,77.03,95,,48,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT,IMPROVE_INTRO,not_ready,,95,not_ready,lane_a_gsc_improve_30_applied_stale_gsc_unchanged
/software/insightly/,software,,likely-indexable,see sitemap reconcile,938,0,71.64,95,,44,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,,95,not_ready,lane_a_gsc_improve_30_applied_stale_gsc_unchanged
/software/getresponse/,software,,likely-indexable,see sitemap reconcile,866,0,78.44,95,,43,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT,IMPROVE_INTRO,not_ready,,95,not_ready,lane_a_gsc_improve_30_applied_stale_gsc_unchanged
/industries/venture-capital/,industries,,likely-indexable,see sitemap reconcile,656,0,78.11,91,,1,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/categories/marketing/,categories,,likely-indexable,see sitemap reconcile,622,0,60.27477491961414,39,,139,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK,OPTIMIZE_TITLE,not_ready,,,not_ready,in_growth_batch_no_material_change
/software/keap/,software,,likely-indexable,see sitemap reconcile,567,0,66.42201058201059,95,,55,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,,95,not_ready,lane_a_gsc_improve_30_applied_stale_gsc_unchanged
/best/crm-software/,best,,likely-indexable,see sitemap reconcile,551,0,76.20667876588023,98,,42,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,97,not_ready,lane_a_gsc_improve_30_applied_stale_gsc_unchanged
/capabilities/sms-messaging/,other,,likely-indexable,see sitemap reconcile,541,0,87.83,90,,1,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT|LOW_INBOUND_LINKS,IMPROVE_INTRO,not_ready,,90,not_ready,unchanged_stale_gsc
/guides/how-to-choose-crm/,guides,INDEXABLE,likely-indexable,see sitemap reconcile,507,0,84.12897435897436,96,,151,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,IMPROVE_INTRO,not_ready,INDEXABLE,95,not_ready,in_growth_batch_no_material_change
/industries/nonprofit/,industries,,likely-indexable,see sitemap reconcile,504,0,79.4,91,,1,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/industries/photography/,industries,,likely-indexable,see sitemap reconcile,479,0,81.04,91,,1,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
/industries/coaching/,industries,,likely-indexable,see sitemap reconcile,457,0,86.20999999999998,91,,1,GSC through 2026-08-13 STALE identical to R3,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS,OPTIMIZE_TITLE,not_ready,,91,not_ready,unchanged_stale_gsc
